header,title,titleUrl,time,products,details,activityControls,subtitles,description,timestamp,date,hour,day_of_week,channel,video_title,activity_type,cleaned_channel,focus_category,is_edu_watch
YouTube,Watched The Most Important Lessons for your 20s | Life Advice 2023 | Warikoo Hindi,https://www.youtube.com/watch?v=5dVmzw1Xbao,2025-01-19T03:51:09.866Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-01-19 03:51:09.866000+00:00,2025-01-19,3,Sunday,warikoo,Watched The Most Important Lessons for your 20s | Life Advice 2023 | Warikoo Hindi,Video,,General Entertainment / Other,0
YouTube,Watched Learn DSA Using Projects,https://www.youtube.com/watch?v=Ve0muiObnrY,2025-01-19T01:31:36.283Z,['YouTube'],,['YouTube watch history'],"[{'name': 'GeeksforGeeks', 'url': 'https://www.youtube.com/channel/UC0RhatS1pyxInC00YKjjBqQ'}]",,2025-01-19 01:31:36.283000+00:00,2025-01-19,1,Sunday,GeeksforGeeks,Watched Learn DSA Using Projects,Video,,Education & Exam Prep,1
YouTube,Watched POV - CS50 Reels #Shorts,https://www.youtube.com/watch?v=hbT7vzCvEc8,2025-01-19T01:31:31.784Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-19 01:31:31.784000+00:00,2025-01-19,1,Sunday,CS50,Watched POV - CS50 Reels #Shorts,Video,,General Entertainment / Other,0
YouTube,Watched Top 3 No-Code Machine Learning Tools - in 2023 | AI Tools for Data Science,https://www.youtube.com/watch?v=VOnSfbQk89s,2025-01-18T13:49:13.194Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Analytics Vidhya', 'url': 'https://www.youtube.com/channel/UCH6gDteHtH4hg3o2343iObA'}]",,2025-01-18 13:49:13.194000+00:00,2025-01-18,13,Saturday,Analytics Vidhya,Watched Top 3 No-Code Machine Learning Tools - in 2023 | AI Tools for Data Science,Video,,Data Science & Tech,1
YouTube,Watched How To Create To-Do List App Using HTML CSS And JavaScript | Task App In JavaScript,https://www.youtube.com/watch?v=G0jO8kUrg-I,2025-01-18T12:11:47.761Z,['YouTube'],,['YouTube watch history'],"[{'name': 'GreatStack', 'url': 'https://www.youtube.com/channel/UCkjoHfkLEy7ZT4bA2myJ8xA'}]",,2025-01-18 12:11:47.761000+00:00,2025-01-18,12,Saturday,GreatStack,Watched How To Create To-Do List App Using HTML CSS And JavaScript | Task App In JavaScript,Video,,General Entertainment / Other,0
YouTube,Watched CS50x 2024 - Lecture 3 - Algorithms,https://www.youtube.com/watch?v=jZzyERW7h1A,2025-01-18T12:04:22.567Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-18 12:04:22.567000+00:00,2025-01-18,12,Saturday,CS50,Watched CS50x 2024 - Lecture 3 - Algorithms,Video,,General Entertainment / Other,0
YouTube,Watched CS50x 2024 - Lecture 2 - Arrays,https://www.youtube.com/watch?v=4vU4aEFmTSo,2025-01-18T11:24:18.068Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-18 11:24:18.068000+00:00,2025-01-18,11,Saturday,CS50,Watched CS50x 2024 - Lecture 2 - Arrays,Video,,General Entertainment / Other,0
YouTube,Watched CS50x 2024 - Lecture 0 - Scratch,https://www.youtube.com/watch?v=3LPJfIKxwWc,2025-01-18T11:24:13.532Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-18 11:24:13.532000+00:00,2025-01-18,11,Saturday,CS50,Watched CS50x 2024 - Lecture 0 - Scratch,Video,,General Entertainment / Other,0
YouTube,Watched He ended up winning the silver medal too🤯🥈 #gymnastics #highbar #edit #slip #save,https://www.youtube.com/watch?v=mqh6RNUYlBo,2025-01-18T11:23:20.891Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Stoi Gymnastics', 'url': 'https://www.youtube.com/channel/UC8kK-tYM4bt3iEfVkirCJVA'}]",,2025-01-18 11:23:20.891000+00:00,2025-01-18,11,Saturday,Stoi Gymnastics,Watched He ended up winning the silver medal too🤯🥈 #gymnastics #highbar #edit #slip #save,Video,,General Entertainment / Other,0
YouTube,Watched NO ONE IS DOING THIS..,https://www.youtube.com/watch?v=kys-nvG9Yvo,2025-01-18T11:21:21.017Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Ishan Sharma', 'url': 'https://www.youtube.com/channel/UCY6N8zZhs2V7gNTUxPuKWoQ'}]",,2025-01-18 11:21:21.017000+00:00,2025-01-18,11,Saturday,Ishan Sharma,Watched NO ONE IS DOING THIS..,Video,,General Entertainment / Other,0
YouTube,Watched The BIGGEST Reason you have ZERO Savings! | Digital Money Matrix | Ankur Warikoo Hindi,https://www.youtube.com/watch?v=SM7PwI66i-o,2025-01-18T11:18:09.695Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-01-18 11:18:09.695000+00:00,2025-01-18,11,Saturday,warikoo,Watched The BIGGEST Reason you have ZERO Savings! | Digital Money Matrix | Ankur Warikoo Hindi,Video,,General Entertainment / Other,0
YouTube,"Watched Project that got me 80+ LPA Job Offer | Atlassian, Juspay, BNY Mellon, TCS, Infosys | Full Roadmap",https://www.youtube.com/watch?v=CqLGomPqiT8,2025-01-18T07:16:18.382Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Harshit Trehan', 'url': 'https://www.youtube.com/channel/UCtSgvR0074NWsMEk64VxTzA'}]",,2025-01-18 07:16:18.382000+00:00,2025-01-18,7,Saturday,Harshit Trehan,"Watched Project that got me 80+ LPA Job Offer | Atlassian, Juspay, BNY Mellon, TCS, Infosys | Full Roadmap",Video,,General Entertainment / Other,0
YouTube,Watched Top 10 Mini Project ideas For Computer Science Students 🤟 | #cseprojects #miniproject,https://www.youtube.com/watch?v=sOaP63iTBqg,2025-01-18T07:11:41.510Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Codelopment', 'url': 'https://www.youtube.com/channel/UCZ-qVFZubQ-pVHc9SQ9HjzQ'}]",,2025-01-18 07:11:41.510000+00:00,2025-01-18,7,Saturday,Codelopment,Watched Top 10 Mini Project ideas For Computer Science Students 🤟 | #cseprojects #miniproject,Video,,General Entertainment / Other,0
YouTube,Watched Last Minute Final Year Project Ideas | Working Source Code | Tamil,https://www.youtube.com/watch?v=owO9PF8jQtg,2025-01-18T06:56:33.230Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Hareesh Rajendran', 'url': 'https://www.youtube.com/channel/UCVXHYmFar7yArWvkcjxWXuQ'}]",,2025-01-18 06:56:33.230000+00:00,2025-01-18,6,Saturday,Hareesh Rajendran,Watched Last Minute Final Year Project Ideas | Working Source Code | Tamil,Video,,General Entertainment / Other,0
YouTube,Watched Impossible Math Quiz vs. 2 College Students,https://www.youtube.com/watch?v=Mpt8-OCPwOc,2025-01-18T03:06:22.084Z,['YouTube'],,['YouTube watch history'],"[{'name': 'BradyYourTutor', 'url': 'https://www.youtube.com/channel/UCj7bNvokLlzDPmTIRbS1wKw'}]",,2025-01-18 03:06:22.084000+00:00,2025-01-18,3,Saturday,BradyYourTutor,Watched Impossible Math Quiz vs. 2 College Students,Video,,General Entertainment / Other,0
YouTube,Watched Isiliye Dena Padta hai TAX! | Ankur Warikoo #shorts,https://www.youtube.com/watch?v=rUEPZNhTffE,2025-01-18T03:05:46.458Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-01-18 03:05:46.458000+00:00,2025-01-18,3,Saturday,warikoo,Watched Isiliye Dena Padta hai TAX! | Ankur Warikoo #shorts,Video,,Data Science & Tech,1
YouTube,Watched Make your Brain a Super Brain!,https://www.youtube.com/watch?v=6PwhZYCm_0Y,2025-01-18T03:05:44.654Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Satvic Yoga', 'url': 'https://www.youtube.com/channel/UCeP4oj6TsUlnlzQqUzKxUjg'}]",,2025-01-18 03:05:44.654000+00:00,2025-01-18,3,Saturday,Satvic Yoga,Watched Make your Brain a Super Brain!,Video,,Data Science & Tech,1
YouTube,Watched Do THIS instead of watching endless tutorials - how I’d learn SQL FAST still in 2025,https://www.youtube.com/watch?v=ITwW825L4zg,2025-01-18T03:04:19.969Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Agatha', 'url': 'https://www.youtube.com/channel/UCU-aPpP8BxAd4mDoP0OL4jQ'}]",,2025-01-18 03:04:19.969000+00:00,2025-01-18,3,Saturday,Agatha,Watched Do THIS instead of watching endless tutorials - how I’d learn SQL FAST still in 2025,Video,,Data Science & Tech,1
YouTube,Watched Job Interviews | Do not do these 7 Major Mistakes in Job Interview,https://www.youtube.com/watch?v=vU3dL1cNqgQ,2025-01-18T03:03:19.651Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Apna College', 'url': 'https://www.youtube.com/channel/UCBwmMxybNva6P_5VmxjzwqA'}]",,2025-01-18 03:03:19.651000+00:00,2025-01-18,3,Saturday,Apna College,Watched Job Interviews | Do not do these 7 Major Mistakes in Job Interview,Video,,General Entertainment / Other,0
YouTube,Watched 100km/h Reflex Challenge 😱🚀,https://www.youtube.com/watch?v=kLBbj-2SMfY,2025-01-18T03:01:30.343Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Celine Dept', 'url': 'https://www.youtube.com/channel/UC1a2ZCw7tugRZYRMnecNj3A'}]",,2025-01-18 03:01:30.343000+00:00,2025-01-18,3,Saturday,Celine Dept,Watched 100km/h Reflex Challenge 😱🚀,Video,,General Entertainment / Other,0
YouTube,Watched How to make a business,https://www.youtube.com/watch?v=6p-bmzGBdoM,2025-01-18T03:01:16.771Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Dan Martell', 'url': 'https://www.youtube.com/channel/UCA-mWX9CvCTVFWRMb9bKc9w'}]",,2025-01-18 03:01:16.771000+00:00,2025-01-18,3,Saturday,Dan Martell,Watched How to make a business,Video,,General Entertainment / Other,0
YouTube,Watched Spray Paint Art for Children #bangladesh,https://www.youtube.com/watch?v=xAyzTwLtkMU,2025-01-18T02:58:48.405Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Mr. Spray', 'url': 'https://www.youtube.com/channel/UCy2giE20btN4d5sApsbSPaQ'}]",,2025-01-18 02:58:48.405000+00:00,2025-01-18,2,Saturday,Mr. Spray,Watched Spray Paint Art for Children #bangladesh,Video,,Data Science & Tech,1
YouTube,Watched The last guy was SHOCKED😂 #shorts #edit #sports,https://www.youtube.com/watch?v=KmFCP45-s0Y,2025-01-18T02:58:21.787Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Toobag', 'url': 'https://www.youtube.com/channel/UC8l5QEBtIZEc0sHAIEQVmxA'}]",,2025-01-18 02:58:21.787000+00:00,2025-01-18,2,Saturday,Toobag,Watched The last guy was SHOCKED😂 #shorts #edit #sports,Video,,General Entertainment / Other,0
YouTube,Watched She’s Stronger Than Most of You Guys 😂🔥,https://www.youtube.com/watch?v=60068-McKj0,2025-01-18T02:57:22.474Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Crazy Yogi', 'url': 'https://www.youtube.com/channel/UCqHhyxRSgIUwl8boNl88hzA'}]",,2025-01-18 02:57:22.474000+00:00,2025-01-18,2,Saturday,Crazy Yogi,Watched She’s Stronger Than Most of You Guys 😂🔥,Video,,General Entertainment / Other,0
YouTube,Watched Bonus se 3 INVESTMENTS - End main TWIST! | Ankur Warikoo #shorts,https://www.youtube.com/watch?v=bnlyfM9LoBw,2025-01-18T02:56:24.310Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-01-18 02:56:24.310000+00:00,2025-01-18,2,Saturday,warikoo,Watched Bonus se 3 INVESTMENTS - End main TWIST! | Ankur Warikoo #shorts,Video,,Data Science & Tech,1
YouTube,Watched Harshad Mehta - Genius ya Fraud?! | Ankur Warikoo #shorts,https://www.youtube.com/watch?v=hkGo9uuIkvk,2025-01-18T02:55:46.275Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-01-18 02:55:46.275000+00:00,2025-01-18,2,Saturday,warikoo,Watched Harshad Mehta - Genius ya Fraud?! | Ankur Warikoo #shorts,Video,,General Entertainment / Other,0
YouTube,"Watched How Much SQL, Python, Excel & Tableau Is Enough? | Realistic Expectations",https://www.youtube.com/watch?v=pMQSgriJqR8,2025-01-18T01:59:49.603Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Lore So What', 'url': 'https://www.youtube.com/channel/UCtoNXlIegvxkvf5Ji8S57Ag'}]",,2025-01-18 01:59:49.603000+00:00,2025-01-18,1,Saturday,Lore So What,"Watched How Much SQL, Python, Excel & Tableau Is Enough? | Realistic Expectations",Video,,Data Science & Tech,1
YouTube,Watched How to Deal with Office Politics? | Toxic People at Work | Kishore Chainani | Purva Gera,https://www.youtube.com/watch?v=KtE5mtq9L8s,2025-01-18T01:54:33.797Z,['YouTube'],,['YouTube watch history'],"[{'name': 'DR. KISHORE CHAINANI', 'url': 'https://www.youtube.com/channel/UCLgcSQGu3KuiXpKbs_x0_oQ'}]",,2025-01-18 01:54:33.797000+00:00,2025-01-18,1,Saturday,DR. KISHORE CHAINANI,Watched How to Deal with Office Politics? | Toxic People at Work | Kishore Chainani | Purva Gera,Video,,Data Science & Tech,1
YouTube,Viewed Rubber snow ducks in the wild. ❄️🦆,https://www.youtube.com/post/UgkxnME340ySV-YSuSeON7LUrjg70Eql4onG,2025-01-18T01:49:46.794Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-18 01:49:46.794000+00:00,2025-01-18,1,Saturday,CS50,Viewed Rubber snow ducks in the wild. ❄️🦆,Video,,General Entertainment / Other,0
YouTube,Watched BE SUCCESSFUL and GET PROMOTED at WORK! | Job Tips 2023 | Ankur Warikoo Hindi,https://www.youtube.com/watch?v=2e5aKS6wMb4,2025-01-17T14:30:50.033Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-01-17 14:30:50.033000+00:00,2025-01-17,14,Friday,warikoo,Watched BE SUCCESSFUL and GET PROMOTED at WORK! | Job Tips 2023 | Ankur Warikoo Hindi,Video,,General Entertainment / Other,0
YouTube,Watched First Job tips for Beginners | Ankur Warikoo | Jobs advice in Hindi,https://www.youtube.com/watch?v=QPnPqNPHUEI,2025-01-17T14:15:51.327Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-01-17 14:15:51.327000+00:00,2025-01-17,14,Friday,warikoo,Watched First Job tips for Beginners | Ankur Warikoo | Jobs advice in Hindi,Video,,General Entertainment / Other,0
YouTube,Watched Choosing the right company for job! | Ankur Warikoo Jobs | Career Advice | Is it your FIRST JOB?,https://www.youtube.com/watch?v=v-PNi0OEgn4,2025-01-17T14:07:39.302Z,['YouTube'],,['YouTube watch history'],"[{'name': 'warikoo', 'url': 'https://www.youtube.com/channel/UCRzYN32xtBf3Yxsx5BvJWJw'}]",,2025-01-17 14:07:39.302000+00:00,2025-01-17,14,Friday,warikoo,Watched Choosing the right company for job! | Ankur Warikoo Jobs | Career Advice | Is it your FIRST JOB?,Video,,General Entertainment / Other,0
YouTube,Watched https://www.youtube.com/watch?v=l0FvnARfGKg,https://www.youtube.com/watch?v=l0FvnARfGKg,2025-01-17T14:03:31.688Z,['YouTube'],,['YouTube watch history'],,,2025-01-17 14:03:31.688000+00:00,2025-01-17,14,Friday,Unknown,Watched https://www.youtube.com/watch?v=l0FvnARfGKg,Video,Deleted/Private Content,General Entertainment / Other,0
YouTube,Watched How to Clean C Drive In Windows 10  (Make Your PC Faster),https://www.youtube.com/watch?v=DHq3bqowzW0,2025-01-17T13:51:27.606Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Geeks Tutorial', 'url': 'https://www.youtube.com/channel/UCU1K6P1M8hq-TBnDlHQtO7A'}]",,2025-01-17 13:51:27.606000+00:00,2025-01-17,13,Friday,Geeks Tutorial,Watched How to Clean C Drive In Windows 10  (Make Your PC Faster),Video,,General Entertainment / Other,0
YouTube,Watched Request  letter format,https://www.youtube.com/watch?v=eqF2Qp6uSg4,2025-01-17T13:37:21.279Z,['YouTube'],,['YouTube watch history'],"[{'name': 'ESSAY  WRITING ✍', 'url': 'https://www.youtube.com/channel/UCxJ2S9d7GeInwjy3W9hXU0w'}]",,2025-01-17 13:37:21.279000+00:00,2025-01-17,13,Friday,ESSAY  WRITING ✍,Watched Request  letter format,Video,,General Entertainment / Other,0
YouTube,Watched BEST COVER LETTER for JOB APPLICATIONS! #coverletter,https://www.youtube.com/watch?v=GxNqsJjoVs8,2025-01-17T13:37:20.049Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CareerVidz', 'url': 'https://www.youtube.com/channel/UCrtPXCqjm9c7nqgJL-vBSZg'}]",,2025-01-17 13:37:20.049000+00:00,2025-01-17,13,Friday,CareerVidz,Watched BEST COVER LETTER for JOB APPLICATIONS! #coverletter,Video,,General Entertainment / Other,0
YouTube,Watched How To Write A Request Letter Step by Step Guide | Writing Practices,https://www.youtube.com/watch?v=O9Q35ASvGog,2025-01-17T13:31:53.068Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Writing Practices', 'url': 'https://www.youtube.com/channel/UCREy1YYGkWbFDC0bJIe0Ycg'}]",,2025-01-17 13:31:53.068000+00:00,2025-01-17,13,Friday,Writing Practices,Watched How To Write A Request Letter Step by Step Guide | Writing Practices,Video,,General Entertainment / Other,0
YouTube,Watched Learn to Code for FREE - CS50 by Harvard🔥,https://www.youtube.com/watch?v=-XCMrBUOORc,2025-01-16T15:03:21.890Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Ishan Sharma', 'url': 'https://www.youtube.com/channel/UCY6N8zZhs2V7gNTUxPuKWoQ'}]",,2025-01-16 15:03:21.890000+00:00,2025-01-16,15,Thursday,Ishan Sharma,Watched Learn to Code for FREE - CS50 by Harvard🔥,Video,,Education & Exam Prep,1
YouTube,"Viewed Q: What’s the difference between CS50 Certificates and edX’s Verified Certificates?
A: An edX verified certificate “can provide proof for an employer, school, or other institution that you have successfully completed an online course.” A CS50 Certificate is a free certificate from CS50 itself.

#FAQ50",https://www.youtube.com/post/UgkxfJJEfwcyxmvh_NxCiW9gdscFHpeWJHLS,2025-01-16T15:03:06.231Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-16 15:03:06.231000+00:00,2025-01-16,15,Thursday,CS50,"Viewed Q: What’s the difference between CS50 Certificates and edX’s Verified Certificates?
A: An edX verified certificate “can provide proof for an employer, school, or other institution that you have successfully completed an online course.” A CS50 Certificate is a free certificate from CS50 itself.

#FAQ50",Video,,Education & Exam Prep,1
YouTube,Viewed The year starts with new horizons! More pictures from CS50's visit to Windsor Castle in the United Kingdom. 🏰,https://www.youtube.com/post/Ugkx21TRicWgVvZ80xXnQaC3mtVPUmDJXsoO,2025-01-16T15:03:06.231Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-16 15:03:06.231000+00:00,2025-01-16,15,Thursday,CS50,Viewed The year starts with new horizons! More pictures from CS50's visit to Windsor Castle in the United Kingdom. 🏰,Video,,General Entertainment / Other,0
YouTube,Watched CS50x 2024 - Lecture 1 - C,https://www.youtube.com/watch?v=cwtpLIWylAw,2025-01-16T13:33:35.322Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-16 13:33:35.322000+00:00,2025-01-16,13,Thursday,CS50,Watched CS50x 2024 - Lecture 1 - C,Video,,General Entertainment / Other,0
YouTube,Watched Projects for every DATA ANALYST in 2025 | Links Attached #datascience,https://www.youtube.com/watch?v=rcDMCJWIJkM,2025-01-16T13:31:46.203Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Noodle Brain', 'url': 'https://www.youtube.com/channel/UCn2GWxSsRZp_WzrdAq1GY3w'}]",,2025-01-16 13:31:46.203000+00:00,2025-01-16,13,Thursday,Noodle Brain,Watched Projects for every DATA ANALYST in 2025 | Links Attached #datascience,Video,,Data Science & Tech,1
YouTube,Watched CS50x 2025 - Lecture 0 - Scratch,https://www.youtube.com/watch?v=2WtPyqwTLKM,2025-01-16T12:11:22.822Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-16 12:11:22.822000+00:00,2025-01-16,12,Thursday,CS50,Watched CS50x 2025 - Lecture 0 - Scratch,Video,,General Entertainment / Other,0
YouTube,Watched CS50x 2025 - Lecture 1 - C,https://www.youtube.com/watch?v=89cbCbWrM4U,2025-01-16T12:10:44.781Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-16 12:10:44.781000+00:00,2025-01-16,12,Thursday,CS50,Watched CS50x 2025 - Lecture 1 - C,Video,,General Entertainment / Other,0
YouTube,Watched CS50x 2024 - Lecture 2 - Arrays,https://www.youtube.com/watch?v=4vU4aEFmTSo,2025-01-16T08:04:47.933Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-16 08:04:47.933000+00:00,2025-01-16,8,Thursday,CS50,Watched CS50x 2024 - Lecture 2 - Arrays,Video,,General Entertainment / Other,0
YouTube,Watched CS50x 2024 - Lecture 0 - Scratch,https://www.youtube.com/watch?v=3LPJfIKxwWc,2025-01-16T07:57:38.561Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-16 07:57:38.561000+00:00,2025-01-16,7,Thursday,CS50,Watched CS50x 2024 - Lecture 0 - Scratch,Video,,General Entertainment / Other,0
YouTube,Watched CS50x 2024 - Lecture 0 - Scratch,https://www.youtube.com/watch?v=3LPJfIKxwWc,2025-01-15T12:41:28.691Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-15 12:41:28.691000+00:00,2025-01-15,12,Wednesday,CS50,Watched CS50x 2024 - Lecture 0 - Scratch,Video,,General Entertainment / Other,0
YouTube,Watched The Easiest Way to Build Websites,https://www.youtube.com/watch?v=OjEg0IBR_ak,2025-01-15T08:31:15.961Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Sajid', 'url': 'https://www.youtube.com/channel/UCjWhpxUc0R1yQTK360nZNqw'}]",,2025-01-15 08:31:15.961000+00:00,2025-01-15,8,Wednesday,Sajid,Watched The Easiest Way to Build Websites,Video,,General Entertainment / Other,0
YouTube,Watched 10 Money Lessons from 10 Years in Tech,https://www.youtube.com/watch?v=y6Gaivudqrs,2025-01-15T08:30:19.614Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Sundas Khalid', 'url': 'https://www.youtube.com/channel/UCteRPiisgIoHtMgqHegpWAQ'}]",,2025-01-15 08:30:19.614000+00:00,2025-01-15,8,Wednesday,Sundas Khalid,Watched 10 Money Lessons from 10 Years in Tech,Video,,General Entertainment / Other,0
YouTube,Watched Difference Between CS50 and CS50x - CS50 Reels #Shorts,https://www.youtube.com/watch?v=C70ax01aZ-I,2025-01-15T08:30:00.199Z,['YouTube'],,['YouTube watch history'],"[{'name': 'CS50', 'url': 'https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA'}]",,2025-01-15 08:30:00.199000+00:00,2025-01-15,8,Wednesday,CS50,Watched Difference Between CS50 and CS50x - CS50 Reels #Shorts,Video,,General Entertainment / Other,0
YouTube,Watched World's FIRST OLED Folding Laptop! #shorts,https://www.youtube.com/watch?v=NALFkZdcY8M,2025-01-15T08:04:35.864Z,['YouTube'],,['YouTube watch history'],"[{'name': 'TechBar', 'url': 'https://www.youtube.com/channel/UCdoDYkupTElV62K7ttA_E4w'}]",,2025-01-15 08:04:35.864000+00:00,2025-01-15,8,Wednesday,TechBar,Watched World's FIRST OLED Folding Laptop! #shorts,Video,,General Entertainment / Other,0
YouTube,Watched Razer Laptop Cooling Pad Unboxing & First Look! #razer #laptop #laptoplifestyle,https://www.youtube.com/watch?v=IePv8RGYgPI,2025-01-15T08:03:59.884Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Matthew Moniz', 'url': 'https://www.youtube.com/channel/UCVlMUh4WsDQvOxCJJXmWwdw'}]",,2025-01-15 08:03:59.884000+00:00,2025-01-15,8,Wednesday,Matthew Moniz,Watched Razer Laptop Cooling Pad Unboxing & First Look! #razer #laptop #laptoplifestyle,Video,,General Entertainment / Other,0
YouTube,Watched How To Introduce Yourself To Client - How To Set Up Initial B2B Meeting,https://www.youtube.com/watch?v=jjJAUE6bgjU,2025-01-15T08:03:03.293Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Chaz Horn', 'url': 'https://www.youtube.com/channel/UCRgRcHV76K01cNSIGk9Bf4Q'}]",,2025-01-15 08:03:03.293000+00:00,2025-01-15,8,Wednesday,Chaz Horn,Watched How To Introduce Yourself To Client - How To Set Up Initial B2B Meeting,Video,,General Entertainment / Other,0
YouTube,Watched Does Solo Travel Get Lonely? Why you should travel by yourself,https://www.youtube.com/watch?v=kAOi4kaqjBI,2025-01-15T08:02:28.665Z,['YouTube'],,['YouTube watch history'],"[{'name': 'itskeanu', 'url': 'https://www.youtube.com/channel/UCe8Rdd9TYKT5uFxkM7Hardg'}]",,2025-01-15 08:02:28.665000+00:00,2025-01-15,8,Wednesday,itskeanu,Watched Does Solo Travel Get Lonely? Why you should travel by yourself,Video,,General Entertainment / Other,0
YouTube,Watched Master These 5 Tools in 2025!! #cloud #aws #python,https://www.youtube.com/watch?v=AqRn3Cz8Pm8,2025-01-15T08:00:25.308Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Rajeev Kanth | BEPEC', 'url': 'https://www.youtube.com/channel/UCn1USB9-5UqKJTSHd1JGcVw'}]",,2025-01-15 08:00:25.308000+00:00,2025-01-15,8,Wednesday,Rajeev Kanth | BEPEC,Watched Master These 5 Tools in 2025!! #cloud #aws #python,Video,,Data Science & Tech,1
YouTube,Watched Part 1 - DSA important?                      #coding #programming #dsa #improtant,https://www.youtube.com/watch?v=ZwtGIOoO15U,2025-01-15T07:59:09.753Z,['YouTube'],,['YouTube watch history'],"[{'name': 'Neeraj Walia', 'url': 'https://www.youtube.com/channel/UCrmsp2voP5agAXWHvEPvxsg'}]",,2025-01-15 07:59:09.753000+00:00,2025-01-15,7,Wednesday,Neeraj Walia,Watched Part 1 - DSA important?                      #coding #programming #dsa #improtant,Video,,Data Science & Tech,1
